timestamp|max_len|epochs|batch_size|embed_dim|num_filters|kernel_sizes|dense_layer_dims|dropout_rate|loss|loss-0|loss-1|loss-2|loss-3|loss-4|loss-5|loss-6|loss-7|loss-8|loss-9|loss-10|loss-11|loss-12|loss-13|loss-14|loss-15|loss-16|loss-17|loss-18|loss-19|accuracy|accuracy-0|accuracy-1|accuracy-2|accuracy-3|accuracy-4|accuracy-5|accuracy-6|accuracy-7|accuracy-8|accuracy-9|accuracy-10|accuracy-11|accuracy-12|accuracy-13|accuracy-14|accuracy-15|accuracy-16|accuracy-17|accuracy-18|accuracy-19|val_loss|val_loss-0|val_loss-1|val_loss-2|val_loss-3|val_loss-4|val_loss-5|val_loss-6|val_loss-7|val_loss-8|val_loss-9|val_loss-10|val_loss-11|val_loss-12|val_loss-13|val_loss-14|val_loss-15|val_loss-16|val_loss-17|val_loss-18|val_loss-19|val_accuracy|val_accuracy-0|val_accuracy-1|val_accuracy-2|val_accuracy-3|val_accuracy-4|val_accuracy-5|val_accuracy-6|val_accuracy-7|val_accuracy-8|val_accuracy-9|val_accuracy-10|val_accuracy-11|val_accuracy-12|val_accuracy-13|val_accuracy-14|val_accuracy-15|val_accuracy-16|val_accuracy-17|val_accuracy-18|val_accuracy-19|END
210408-232716|17|20|50|50|[16, 32]|[8, 16]|[32, 16]|0.2|loss|0.5941960215568542|0.40802201628685|0.24956028163433075|0.14366930723190308|0.08218196034431458|0.05070999637246132|0.03838656097650528|0.030733458697795868|0.025202542543411255|0.02187374234199524|0.020359497517347336|0.01549150887876749|0.01690628007054329|0.015093271620571613|0.01591486670076847|0.013042214326560497|0.008283772505819798|0.013044081628322601|0.010938317514955997|0.010518821887671947|accuracy|0.6814639568328857|0.8148483037948608|0.898483157157898|0.9462148547172546|0.9704982042312622|0.9813526272773743|0.9869886040687561|0.9894934892654419|0.9912329316139221|0.9928333163261414|0.9931116104125977|0.9949206709861755|0.9944336414337158|0.9953381419181824|0.9949206709861755|0.9963122606277466|0.9970776438713074|0.9956164956092834|0.9961731433868408|0.9964514374732971|val_loss|0.623435914516449|0.5819224119186401|0.35963353514671326|0.24955496191978455|0.36980873346328735|0.408647358417511|0.2797083258628845|0.3944787085056305|0.4008340537548065|0.7190524339675903|0.5092989802360535|0.3578444719314575|0.47163933515548706|0.4749894440174103|0.27312690019607544|0.48569372296333313|0.5258798003196716|0.4291282296180725|0.6130188703536987|0.4798285961151123|val_accuracy|0.6677215099334717|0.7368897199630737|0.8476491570472717|0.9055153727531433|0.8811030983924866|0.8851717710494995|0.9285714030265808|0.9032549858093262|0.8991862535476685|0.8413200974464417|0.8842676281929016|0.9245027303695679|0.9082278609275818|0.892405092716217|0.940777599811554|0.9127486348152161|0.8933092355728149|0.9208860993385315|0.8937612771987915|0.9104882478713989|END
210408-232749|17|20|50|50|[32, 32]|[8, 16]|[8]|0.2|loss|0.5693371891975403|0.37785273790359497|0.22995474934577942|0.12272755056619644|0.06359601020812988|0.03347248211503029|0.019205112010240555|0.01268001552671194|0.007104895077645779|0.0071070846170187|0.004948865156620741|0.006680366117507219|0.009136221371591091|0.008881177753210068|0.010571956634521484|0.005644537974148989|0.0054708076640963554|0.005931525491178036|0.007908666506409645|0.005422470159828663|accuracy|0.7003896236419678|0.8351656198501587|0.9102421402931213|0.9585304856300354|0.9803785085678101|0.9915112853050232|0.99540776014328|0.9967297315597534|0.9988171458244324|0.9980517625808716|0.9989563226699829|0.9983996748924255|0.9970776438713074|0.9974255561828613|0.9965906143188477|0.9986779689788818|0.998260498046875|0.9978430271148682|0.9973559975624084|0.9980517625808716|val_loss|0.5165192484855652|0.3193526268005371|0.33457958698272705|0.19319143891334534|0.21066169440746307|0.15135329961776733|0.27373236417770386|0.2506028115749359|0.4238370656967163|0.3424707353115082|0.4009762406349182|0.4471384584903717|0.3911438286304474|0.399379700422287|0.3328922986984253|0.5539001226425171|0.303949236869812|0.46844482421875|0.6639280319213867|0.4849785566329956|val_accuracy|0.7405063509941101|0.8625677824020386|0.8566907644271851|0.9290235042572021|0.9254068732261658|0.9480108618736267|0.9195298552513123|0.9335442781448364|0.900994598865509|0.9213381409645081|0.9163652658462524|0.9082278609275818|0.9213381409645081|0.9159132242202759|0.9394213557243347|0.9122965931892395|0.9416817426681519|0.9204339981079102|0.8982821106910706|0.9245027303695679|END
210408-232821|17|20|50|50|[32, 32]|[8, 16]|[16]|0.2|loss|0.5886948108673096|0.39770886301994324|0.24028301239013672|0.12854768335819244|0.06300339102745056|0.037764035165309906|0.022220978513360023|0.021176964044570923|0.0152896074578166|0.019719015806913376|0.015639999881386757|0.012873011641204357|0.015016330406069756|0.010156918317079544|0.01053016446530819|0.012259252369403839|0.008652073331177235|0.006289640441536903|0.006320279091596603|0.00903637520968914|accuracy|0.6820206046104431|0.8201363682746887|0.9052323698997498|0.9537294507026672|0.9797523021697998|0.9881018400192261|0.9932507872581482|0.9926941394805908|0.9949206709861755|0.9935986399650574|0.9945032000541687|0.9958947896957397|0.9945032000541687|0.9964514374732971|0.9961035251617432|0.9959643483161926|0.9970776438713074|0.9981909394264221|0.9977734684944153|0.9963818788528442|val_loss|0.4952385425567627|0.43389514088630676|0.30189940333366394|0.285389244556427|0.3101377785205841|0.41536378860473633|0.23444299399852753|0.5746021866798401|0.3321200907230377|0.2179301232099533|0.4286085069179535|0.45776212215423584|0.5787309408187866|0.4219566583633423|0.35909971594810486|0.5090657472610474|0.591695249080658|0.45807021856307983|0.6094923615455627|0.6302762031555176|val_accuracy|0.7603978514671326|0.8015370965003967|0.8756781220436096|0.8955696225166321|0.8937612771987915|0.8797468543052673|0.9367088675498962|0.8734177350997925|0.9190777540206909|0.9498191475868225|0.9113923907279968|0.9145569801330566|0.8982821106910706|0.9258589744567871|0.9358047246932983|0.9073237180709839|0.905063271522522|0.9349005222320557|0.9037070274353027|0.9014466404914856|END
210408-232854|17|20|50|50|[32, 32]|[8, 16]|[32]|0.2|loss|0.5737566947937012|0.3846554160118103|0.2204313576221466|0.11036258935928345|0.05828263983130455|0.036505911499261856|0.02331642061471939|0.02391643263399601|0.013766317628324032|0.013974186033010483|0.013090240769088268|0.013551904819905758|0.011491968296468258|0.012406652793288231|0.011531494557857513|0.011455707252025604|0.010649356059730053|0.007361083757132292|0.009658556431531906|0.009533269330859184|accuracy|0.6991372108459473|0.8284859657287598|0.9118424654006958|0.961452841758728|0.9813526272773743|0.9894934892654419|0.9924157857894897|0.9910241961479187|0.9960339665412903|0.9950598478317261|0.9956860542297363|0.9950598478317261|0.9960339665412903|0.9953381419181824|0.9956860542297363|0.9961731433868408|0.9962427020072937|0.9975647330284119|0.9969384670257568|0.9967297315597534|val_loss|0.43829062581062317|0.3653084635734558|0.32662978768348694|0.19895033538341522|0.2033720761537552|0.2654152810573578|0.30461961030960083|0.33386850357055664|0.35438916087150574|0.22039856016635895|0.5175224542617798|0.392147958278656|0.5508888959884644|0.33311226963996887|0.506420373916626|0.5276726484298706|0.4937526285648346|0.4477173686027527|0.7068158984184265|0.5460637807846069|val_accuracy|0.7956600189208984|0.8327305316925049|0.865280270576477|0.9312838912010193|0.9317359924316406|0.9240506291389465|0.918173611164093|0.913652777671814|0.9245027303695679|0.952531635761261|0.8969258666038513|0.9263110160827637|0.9046112298965454|0.9398733973503113|0.9222423434257507|0.9150090217590332|0.9208860993385315|0.9299276471138|0.8928571343421936|0.9208860993385315|END
210408-232927|17|20|50|50|[32, 32]|[8, 16]|[32, 16]|0.2|loss|0.5766564607620239|0.38029101490974426|0.21744154393672943|0.11151255667209625|0.06603658944368362|0.03939419239759445|0.03101968951523304|0.025882354006171227|0.022788701578974724|0.02274039015173912|0.01857651211321354|0.01787315495312214|0.015713907778263092|0.011541797779500484|0.010061267763376236|0.009438082575798035|0.009903273545205593|0.010336563922464848|0.011095864698290825|0.010735733434557915|accuracy|0.6972585320472717|0.8328694701194763|0.9132340550422668|0.9599220752716064|0.9762732982635498|0.9862927794456482|0.9890759587287903|0.9906067252159119|0.992276668548584|0.991650402545929|0.9933203458786011|0.9939465522766113|0.995129406452179|0.99652099609375|0.9965906143188477|0.9969384670257568|0.9961731433868408|0.9971472024917603|0.9960339665412903|0.9961035251617432|val_loss|0.4382173717021942|0.29923656582832336|0.29107141494750977|0.40715479850769043|0.3561105728149414|0.3247981071472168|0.382425993680954|0.30051282048225403|0.3015710413455963|0.1990141123533249|0.5770931839942932|0.4436960220336914|0.30731281638145447|0.42915770411491394|0.7566924095153809|0.2866569459438324|0.48756808042526245|0.3926350772380829|0.33951717615127563|0.7195274829864502|val_accuracy|0.7920433878898621|0.8661844730377197|0.876130223274231|0.8580470085144043|0.8856238722801208|0.9055153727531433|0.9082278609275818|0.9231464862823486|0.9217902421951294|0.9529837369918823|0.8915008902549744|0.9073237180709839|0.9294756054878235|0.9145569801330566|0.8756781220436096|0.9443942308425903|0.9159132242202759|0.913652777671814|0.9308318495750427|0.8928571343421936|END
210408-233002|17|20|50|50|[16, 16, 16]|[4, 8, 12]|[8]|0.2|loss|0.6227715611457825|0.45504921674728394|0.30003538727760315|0.19027356803417206|0.11333562433719635|0.07028601318597794|0.04057715833187103|0.03013662062585354|0.024487458169460297|0.01866903528571129|0.017898499965667725|0.019040890038013458|0.015216855332255363|0.014614889398217201|0.011494928039610386|0.012949544936418533|0.010649790056049824|0.010420244187116623|0.011037904769182205|0.0071981074288487434|accuracy|0.6548845171928406|0.7871555685997009|0.8772613406181335|0.9322988986968994|0.9602699875831604|0.9773865938186646|0.9888672232627869|0.9915112853050232|0.9926245212554932|0.9940857291221619|0.9942249059677124|0.9938769936561584|0.9952685832977295|0.9960339665412903|0.996868908405304|0.9958947896957397|0.9960339665412903|0.9965906143188477|0.996868908405304|0.9974951148033142|val_loss|0.5301271677017212|0.3978220224380493|0.3540867269039154|0.21422059834003448|0.27641090750694275|0.36505526304244995|0.27804285287857056|0.21003203094005585|0.37977686524391174|0.31330808997154236|0.5287123918533325|0.4768269956111908|0.37936970591545105|0.23419329524040222|0.42268386483192444|0.4106597602367401|0.3475024104118347|0.33658626675605774|0.34110167622566223|0.6464856863021851|val_accuracy|0.7396021485328674|0.8155515193939209|0.8539782762527466|0.9204339981079102|0.9055153727531433|0.887884259223938|0.9172694683074951|0.9430379867553711|0.905063271522522|0.9272152185440063|0.887884259223938|0.8996383547782898|0.9208860993385315|0.9520795941352844|0.9177215099334717|0.9204339981079102|0.940777599811554|0.9421338438987732|0.9394213557243347|0.9032549858093262|END
210408-233038|17|20|50|50|[16, 16, 16]|[4, 8, 12]|[16]|0.2|loss|0.6146090626716614|0.45067936182022095|0.29971200227737427|0.179827481508255|0.10672268271446228|0.06292977184057236|0.04142218828201294|0.03095836006104946|0.022985709831118584|0.021956978365778923|0.016778113320469856|0.02081606350839138|0.01672070100903511|0.01444972213357687|0.013052637688815594|0.013779751025140285|0.012709224596619606|0.010252542793750763|0.012871680781245232|0.008510694839060307|accuracy|0.665947675704956|0.7889646291732788|0.8753131031990051|0.9327859878540039|0.9633314609527588|0.9790564775466919|0.9877539873123169|0.9902588129043579|0.993389904499054|0.9931811690330505|0.9942944645881653|0.9939465522766113|0.9935986399650574|0.9956860542297363|0.9955468773841858|0.995129406452179|0.9950598478317261|0.9964514374732971|0.9957556128501892|0.9971472024917603|val_loss|0.5939080715179443|0.3570955693721771|0.6392183899879456|0.2822914719581604|0.2809152603149414|0.5035471320152283|0.2988574802875519|0.3194849193096161|0.24715709686279297|0.3243798613548279|0.3956347107887268|0.38109609484672546|0.4549061059951782|0.47437533736228943|0.45550137758255005|0.31007120013237|0.5191443562507629|0.45403334498405457|0.47418802976608276|0.6951820850372314|val_accuracy|0.6672694683074951|0.8395117521286011|0.7219710946083069|0.8883363604545593|0.9005424976348877|0.857594907283783|0.9163652658462524|0.9204339981079102|0.9380651116371155|0.9281193614006042|0.9163652658462524|0.9281193614006042|0.9204339981079102|0.913652777671814|0.9177215099334717|0.9448462724685669|0.913652777671814|0.9263110160827637|0.9199818968772888|0.8978300094604492|END
210408-233115|17|20|50|50|[16, 16, 16]|[4, 8, 12]|[32]|0.2|loss|0.5911019444465637|0.41582176089286804|0.2648175358772278|0.15596936643123627|0.08991663157939911|0.06010671332478523|0.04167281836271286|0.03339572995901108|0.022877143695950508|0.020138416439294815|0.02007698081433773|0.01714477501809597|0.018008330836892128|0.020260998979210854|0.014974242076277733|0.01401430368423462|0.009739287197589874|0.013411096297204494|0.0093998359516263|0.009883961640298367|accuracy|0.6831339001655579|0.8122738599777222|0.8947258591651917|0.9396743774414062|0.9693153500556946|0.979334831237793|0.9855970144271851|0.9894238710403442|0.9924854040145874|0.993389904499054|0.9927636981010437|0.9942249059677124|0.9942944645881653|0.9926245212554932|0.99540776014328|0.9947119355201721|0.9967993497848511|0.9961035251617432|0.996868908405304|0.99652099609375|val_loss|0.5511590242385864|0.3691076338291168|0.2963449954986572|0.24929268658161163|0.2476302534341812|0.3408187925815582|0.3445335626602173|0.40614980459213257|0.2805038392543793|0.5161309242248535|0.4114976227283478|0.6314212679862976|0.5218889713287354|0.5436172485351562|0.5405313968658447|0.4927731156349182|0.3306061625480652|0.5606060028076172|0.4398215115070343|0.34399160742759705|val_accuracy|0.728300154209137|0.8417721390724182|0.8756781220436096|0.9046112298965454|0.9208860993385315|0.8955696225166321|0.9091320037841797|0.9032549858093262|0.9349005222320557|0.8942133784294128|0.9141048789024353|0.8842676281929016|0.9041591286659241|0.8996383547782898|0.9082278609275818|0.9082278609275818|0.9430379867553711|0.9005424976348877|0.9326401352882385|0.9430379867553711|END
210408-233152|17|20|50|50|[16, 16, 16]|[4, 8, 12]|[32, 16]|0.2|loss|0.5963366031646729|0.42855092883110046|0.27488502860069275|0.15578214824199677|0.10025496780872345|0.061444494873285294|0.04897122457623482|0.041053418070077896|0.03291225805878639|0.032509204000234604|0.02620706707239151|0.019565746188163757|0.01645338535308838|0.022872837260365486|0.016829127445816994|0.015942640602588654|0.015955587849020958|0.015767866745591164|0.015631405636668205|0.01768854260444641|accuracy|0.6745755672454834|0.8053854703903198|0.888950765132904|0.9418313503265381|0.9640968441963196|0.9782910943031311|0.9826746582984924|0.9859448671340942|0.9880322813987732|0.9885193705558777|0.9903284311294556|0.9931116104125977|0.9948511123657227|0.9926941394805908|0.9947119355201721|0.9949206709861755|0.9949206709861755|0.9951990246772766|0.9949206709861755|0.9938073754310608|val_loss|0.49237340688705444|0.5530829429626465|0.2840692102909088|0.2749965786933899|0.4070744812488556|0.3225546181201935|0.40352246165275574|0.391671746969223|0.35172486305236816|0.17423182725906372|0.48337817192077637|0.35347452759742737|0.5960928797721863|0.5875828266143799|0.39401963353157043|0.4265569746494293|0.5219900608062744|0.6601949334144592|0.46331411600112915|0.3441821336746216|val_accuracy|0.7649186253547668|0.7314647436141968|0.8824593424797058|0.8869801163673401|0.8643761277198792|0.9000903964042664|0.8860759735107422|0.905063271522522|0.9077757596969604|0.9507233500480652|0.8969258666038513|0.9235985279083252|0.8725135326385498|0.8806509971618652|0.9145569801330566|0.9127486348152161|0.8937612771987915|0.8675406575202942|0.9018987417221069|0.9226943850517273|END
210408-233229|17|20|50|50|[32, 32, 32]|[4, 8, 12]|[8]|0.2|loss|0.5818413496017456|0.3851402699947357|0.23271767795085907|0.12617605924606323|0.06769934296607971|0.03640297055244446|0.022533133625984192|0.0187029130756855|0.013025050982832909|0.010233188048005104|0.009160610847175121|0.0058412617072463036|0.01121295802295208|0.014419821090996265|0.009381896816194057|0.008061119355261326|0.006977915298193693|0.0031206102576106787|0.003968378528952599|0.008203035220503807|accuracy|0.6865432858467102|0.8309212327003479|0.9114945530891418|0.959713339805603|0.9798914790153503|0.9899109601974487|0.994781494140625|0.9951990246772766|0.9967297315597534|0.9980517625808716|0.9970776438713074|0.9985388517379761|0.9969384670257568|0.9949206709861755|0.9975647330284119|0.9970776438713074|0.9978430271148682|0.9991650581359863|0.9985388517379761|0.996868908405304|val_loss|0.4957634210586548|0.34611162543296814|0.2951038181781769|0.1983681470155716|0.2608775794506073|0.18988823890686035|0.21543513238430023|0.2624557614326477|0.3308744430541992|0.2949189841747284|0.40291646122932434|0.3972947299480438|0.2462059110403061|0.4291912019252777|0.3582400679588318|0.45305344462394714|0.5073956251144409|0.5534077286720276|0.4135085344314575|0.26717719435691833|val_accuracy|0.7603978514671326|0.8435804843902588|0.8725135326385498|0.9231464862823486|0.9122965931892395|0.9367088675498962|0.9376130104064941|0.9294756054878235|0.9186256527900696|0.9258589744567871|0.9104882478713989|0.9195298552513123|0.9421338438987732|0.9145569801330566|0.9344484806060791|0.9217902421951294|0.9077757596969604|0.9086799025535583|0.9272152185440063|0.9561482667922974|END
